ExperimentalCondition,Head Horizontal,Head Vertical,Eye Horizontal,Eye Vertical,SuccessfulCompletion,Steering,Time,Event
HUDOnly,0.989491045475006,0.0662143230438232,0.925201952457428,-0.1022877618670463,1.0,0.0,-0.90,NoEvent
FullLoopAR,0.9616255164146424,-0.2011232376098632,0.9031375646591188,-0.210220530629158,1.0,0.0,-0.90,NoEvent
AudioOnly,0.9787067770957948,-0.0990519970655441,0.97385436296463,-0.1381479054689407,1.0,0.0,-0.90,NoEvent
HUDOnly,0.9673503041267396,-0.0185697693377733,0.973739504814148,-0.128085657954216,1.0,0.0,-0.90,NoEvent
HUDOnly,0.9495149254798888,0.0215024724602699,0.9344042539596558,-0.063221238553524,0.0,0.0,-0.90,NoEvent
HUDOnly,0.9848296642303468,-0.0210606586188077,0.96216082572937,-0.107477106153965,1.0,0.0,-0.90,NoEvent
FullLoopAR,0.9688443541526794,-0.0819990038871765,0.8661928772926331,-0.2448248416185379,1.0,0.0,-0.90,NoEvent
AudioOnly,0.9753775298595428,-0.0478521585464477,0.9315041154623032,-0.0823519770056009,0.0,0.0,-0.90,NoEvent
FullLoopAR,0.9675529599189758,-0.2013319730758667,0.8956941962242126,-0.2629809975624084,1.0,0.0,-0.90,NoEvent
AudioOnly,0.9791472256183624,0.0518989916890859,0.9602158069610596,-0.1386898979544639,1.0,0.0,-0.90,NoEvent
AudioOnly,0.9567718505859376,-0.208445131778717,0.9667385816574096,-0.1062923744320869,0.0,0.0,-0.90,NoEvent
BaseCondition,0.972154587507248,-0.1813077628612518,0.959360271692276,-0.1349588185548781,0.0,0.0,-0.90,NoEvent
FullLoopAR,0.983775556087494,0.1048782542347908,0.9775240421295166,-0.0846280083060264,0.0,0.0,-0.90,NoEvent
BaseCondition,0.9757224321365356,-0.1023520082235336,0.9801797866821288,-0.102508932352066,1.0,0.0,-0.90,NoEvent
HUDOnly,0.978445827960968,-0.1398592591285705,0.950227345739092,-0.1004201397299766,1.0,0.0,-0.90,NoEvent
FullLoopAR,0.9408222436904908,-0.0423228964209556,0.9561469554901124,-0.1550773680210113,1.0,0.0,-0.90,NoEvent
HUDOnly,0.9834511876106262,-0.1736190021038055,0.9222606420516968,-0.1845919042825698,1.0,0.0,-0.90,NoEvent
FullLoopAR,0.970228761434555,-0.1190184578299522,0.9588064253330232,-0.1333344727754592,1.0,0.0,-0.90,NoEvent
AudioOnly,0.9758217334747314,-0.1281589716672897,0.7908543944358826,-0.5446399450302124,1.0,0.0,-0.90,NoEvent
BaseCondition,0.95451021194458,-0.2034865319728851,0.9753354787826538,-0.1060849204659462,0.0,0.0,-0.90,NoEvent
BaseCondition,0.9276012182235718,-0.3046963810920715,0.9713243246078492,-0.1757920086383819,0.0,0.0,-0.90,NoEvent
FullLoopAR,0.9848053455352784,-0.1064506918191909,0.949474036693573,-0.1423884481191635,1.0,0.0,-0.90,NoEvent
BaseCondition,0.9685778617858888,-0.0920570567250251,0.9509654641151428,-0.1916015967726707,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9521773755550385,-0.0718068294227122,0.9561331868171692,-0.1560361385345459,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9787918329238892,-0.1088567227125167,0.9549033045768738,-0.1929437965154647,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9652018249034882,-0.1526932567358016,0.9680315554141998,-0.1318739503622054,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9918645024299622,-0.0113885630853473,0.9670953154563904,-0.1348597779870033,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9684444069862366,0.06680803373456,0.9598066806793212,-0.1160150431096553,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9993481040000916,-0.0173454284667968,0.969000518321991,-0.1196355521678924,1.0,0.0,-0.88,NoEvent
HUDOnly,0.963818907737732,-0.0200871303677558,0.931257575750351,0.0328615829348564,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9920427203178406,0.0193565748631954,0.954291045665741,-0.1781172603368759,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9486384987831116,-0.1179494932293891,0.8866808712482452,-0.1876974552869796,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9939808249473572,-0.0397647134959697,0.9685301780700684,-0.1506581753492355,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9457281231880188,-0.3018433451652527,0.9726281762123108,-0.1306800842285156,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9871203899383544,-0.1131179481744766,0.9566740393638612,-0.0143328048288822,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9532982110977172,-0.1969087123870849,0.9555345177650452,-0.1544225364923477,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9556271135807036,-0.0175193641334771,0.9342669645945232,-0.1519954899946848,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9735775589942932,-0.2743580862879752,0.861243724822998,-0.5575590282678604,1.0,0.0,-0.88,NoEvent
BaseCondition,0.998777449131012,-0.0383469276130199,0.968372881412506,-0.1460733711719513,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9710012078285216,0.0338323377072811,0.9513730406761168,-0.0968436375260353,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9792214632034302,-0.0270620957016944,0.972325086593628,-0.1267429292201995,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9784989356994628,0.038573857396841,0.8733717203140259,-0.4525052607059479,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9750361442565918,0.0019719153642654,0.9776277078522576,-0.1103027909994124,1.0,0.0,-0.88,NoEvent
AudioOnly,0.98262757062912,-0.0709900930523872,0.9729554057121276,-0.1014693677425384,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9635477662086488,-0.177653819322586,0.9551107883453368,-0.1561108827590942,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9288515448570251,-0.2559336125850677,0.9485012292861938,-0.0876708701252937,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9752191305160522,-0.0797174572944641,0.971728503704071,-0.1556419134140014,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9712514877319336,0.1333390176296234,0.9595672190189362,-0.1360150128602981,0.0,0.0,-0.88,NoEvent
BaseCondition,0.927391529083252,-0.2131244838237762,0.9657505750656128,-0.1182368621230125,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9752802848815918,-0.0125541910529136,0.9604265689849854,-0.144004214555025,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9849457144737244,-0.0556986704468727,0.963339865207672,-0.1250644028186798,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9651771783828736,-0.0979199483990669,0.9697041511535645,-0.1494681388139724,1.0,0.0,-0.88,NoEvent
BaseCondition,0.979984164237976,-0.0515418089926242,0.996430516242981,-0.0761563777923584,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9710600972175598,0.210294097661972,0.945309281349182,-0.1486519426107406,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9841923713684082,-0.1161627024412155,0.9480581879615784,-0.215986430644989,0.0,0.0,-0.88,NoEvent
AudioOnly,0.953457236289978,-0.2200451791286468,0.9588438272476196,-0.086453378200531,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9510749876499176,-0.2278044670820236,0.9429349830517402,0.177266616660815,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9641622304916382,0.1372822970151901,0.9527373313903807,-0.2174786925315857,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9748949706554412,-0.0122712752781808,0.967125564813614,-0.1048752218484878,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9800087213516236,-0.1398103088140487,0.9833738803863524,-0.1100410297513008,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.984063446521759,-0.0420320741832256,0.9208263754844666,-0.0296581825241446,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9806035459041595,-0.099537543952465,0.920603597164154,-0.1594396263360976,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.975760579109192,-0.1022832170128822,0.965056836605072,-0.0752188637852668,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9941502213478088,-0.0825080946087837,0.965257465839386,-0.0818145275115966,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9590630531311036,-0.050296850502491,0.9584457874298096,-0.1538752317428589,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9815160036087036,-0.0397202149033546,0.9616758227348328,-0.1058690026402473,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9405918717384338,-0.1586789786815643,0.9539548754692078,-0.0862985327839851,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9549030661582948,-0.1855725347995757,0.9753966331481934,-0.0973591394722461,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9440993070602416,-0.0994965285062789,0.9544260501861572,-0.0358348749577999,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9751052856445312,-0.0402576699852943,0.9795894026756288,-0.1238424107432365,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9418640732765198,-0.2419692873954773,0.9413297176361084,-0.1217045560479164,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9820200800895692,-0.007011791691184,0.9115007519721984,-0.1393326818943023,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9815636277198792,-0.0279221162199974,0.958512246608734,-0.1064327582716941,1.0,0.0,-0.88,NoEvent
BaseCondition,0.987618327140808,0.020987220108509,0.9599608182907104,-0.0859167650341987,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9709989428520204,-0.0845048874616622,0.9586786031723022,-0.1254180818796157,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9735775589942932,-0.1366107910871505,0.861243724822998,-0.5786409974098206,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9732403755187988,-0.1013446971774101,0.9685457348823548,-0.1096117347478866,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9894879162311554,-0.0697829574346542,0.9623204469680786,-0.1134301945567131,0.0,0.0,-0.88,NoEvent
BaseCondition,0.986301064491272,-0.0553511008620262,0.9159538745880128,-0.3700986206531524,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9803725481033324,-0.126897394657135,0.967823565006256,-0.1406351178884506,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9785786271095276,0.0015712641179561,0.96078360080719,-0.1488222032785415,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9635326862335204,-0.0945235043764114,0.9412447810173036,-0.076710969209671,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9838431924581528,-0.063833188265562,0.9658147245645524,-0.0727758780121802,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9845224618911744,-0.0562106892466545,0.8763667941093445,-0.4379932284355163,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9584128856658936,0.0641337484121322,0.9491144418716432,-0.1008496806025505,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9487157464027404,-0.2361111938953399,0.9593237638473512,-0.1319423615932464,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9671474695205688,-0.1634749993681907,0.9139130413532258,-0.1096274442970752,0.0,0.0,-0.88,NoEvent
AudioOnly,0.976793646812439,-0.08998753875494,0.9778294563293456,-0.0869535580277443,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9643216133117676,-0.0840613432228565,0.9770637154579164,-0.1369197592139243,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9657376408576964,0.0166868679225444,0.9612597823143004,-0.1485839486122131,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9735775589942932,-0.1361591964960098,0.861243724822998,-0.5068786144256592,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9860144257545472,-0.0668055266141891,0.9628732800483704,-0.1345246285200119,0.0,0.0,-0.88,NoEvent
HUDOnly,0.967801034450531,-0.1638331413269043,0.973234724253416,-0.0871169324964284,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9967153668403624,0.0556989274919033,0.9870496988296508,-0.0532727874815464,1.0,0.0,-0.88,NoEvent
AudioOnly,0.975639820098877,-0.0546733140945434,0.9748867750167848,-0.0703297033905983,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9700143784284592,-0.1457455717027186,0.9757699519395828,-0.1066437289118766,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9869781732559204,-0.0470033437013626,0.968073546886444,-0.1133843958377838,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9698636829853058,-0.1318756900727748,0.9775577038526536,-0.1067900247871875,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9777514934539796,0.1364577412605285,0.9603244066238404,-0.146258145570755,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9819857776165009,-0.0610388834029435,0.9748002737760544,-0.0967890415340661,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9699375629425048,-0.1202874779701232,0.9614384770393372,-0.1295103102922439,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9633457958698272,0.0246710190549492,0.9607201814651488,-0.149839386343956,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9761576056480408,-0.0488121770322322,0.9657965898513794,-0.1311801671981811,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9821089506149292,-0.0065902108326554,0.94581752744588,-0.0554251942614262,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9785605669021606,-0.1199861839413642,0.8614183068275452,-0.2817689180374145,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9845870733261108,-0.0247768908739089,0.9921233654022216,0.0069739245809614,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9786521792411804,-0.056053165346384,0.9685248732566832,-0.1549789905548095,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9769723415374756,-0.1254011541604995,0.8849209547042847,-0.2244363576173782,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9921005368232728,-0.0088118612766265,0.962874710559845,-0.053782895207405,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9832080602645874,-0.0368628017604351,0.960810124874115,-0.037281259894371,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9751843214035034,-0.1909986436367035,0.9220758080482484,-0.0922999531030654,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9980858862400054,0.04820067435503,0.9671986997127532,-0.1187851838767528,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9641153812408448,-0.0998928099870681,0.9568772315979004,-0.1494001299142837,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9848012924194336,-0.0724389255046844,0.9798251390457152,-0.1092003807425499,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9336710572242736,0.155815377831459,0.9023479223251344,-0.0799269750714302,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9814040660858154,-0.0883249714970588,0.9603300094604492,-0.1106932908296585,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9673438668251038,0.0099890120327472,0.9051996767520905,-0.1526352167129516,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9611078798770905,-0.1616318076848983,0.9517744034528732,-0.059236804023385,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9554319977760316,-0.1000767052173614,0.9338570237159728,-0.1308476477861404,0.0,0.0,-0.88,NoEvent
AudioOnly,0.947987735271454,0.0200359188020229,0.9887524247169496,-0.0697985365986824,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9568539261817932,-0.0376030802726745,0.9497280120849608,0.0178388133645057,0.0,0.0,-0.88,NoEvent
BaseCondition,0.971708357334137,0.0778636336326599,0.9577940702438354,-0.1463386565446853,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9756112694740297,0.0584565959870815,0.9786929488182068,-0.0850936695933342,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.973412036895752,-0.1613748967647552,0.9623383283615112,-0.1619415134191513,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9903053641319276,-0.119294948875904,0.9608591794967652,-0.1215540319681167,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9729636311531068,-0.1022966504096984,0.9753634333610536,-0.1288603693246841,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9670568108558656,0.0023821964859962,0.9781493544578552,-0.0948020592331886,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9622774124145508,-0.1214870885014534,0.963171660900116,-0.1383412927389145,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9645029306411744,-0.1586584895849228,0.9668700098991394,-0.0665752589702606,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9750275015830994,-0.1365821361541748,0.9844052195549012,-0.1232451424002647,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.97641921043396,-0.162397101521492,0.958173930644989,-0.1043972000479698,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9688556790351868,-0.1354806721210479,0.968204140663147,-0.1288488060235977,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9244421124458312,-0.3976790159940719,0.8719629645347595,-0.5254106521606445,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9244421124458312,-0.2982495129108429,0.8719629645347595,-0.4231167733669281,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.98563352227211,-0.0237831268459558,0.9691257774829865,-0.0537903755903243,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9730972349643708,-0.1925933957099914,0.9613953977823256,-0.1288979593664407,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9627724885940552,-0.1591537594795227,0.9549985229969024,-0.180536463856697,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9790286421775818,-0.1056143268942833,0.9686010479927064,-0.153432160615921,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9878140091896056,0.0664400681853294,0.9667547345161438,-0.1249203383922576,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9850220680236816,-0.087997168302536,0.9591118097305298,-0.1328997611999511,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9606646299362184,-0.1698340475559234,0.9639524221420288,-0.1196782290935516,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9583296179771424,-0.2077512443065643,0.9781062006950378,-0.1057493910193443,1.0,0.0,-0.88,NoEvent
BaseCondition,0.972558319568634,-0.029074759222567,0.9632078930735588,-0.1493800003081559,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9604961276054382,-0.1899154484272003,0.95698481798172,-0.1753605753183365,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9332895874977112,-0.2973759174346924,0.9751774668693542,-0.0882974937558174,0.0,0.0,-0.88,NoEvent
AudioOnly,0.987369179725647,0.0132254399359226,0.9706032872200012,-0.1255952566862106,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9710271656513214,0.0086808246560394,0.9279298484325408,-0.0955438204109668,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9726557731628418,-0.071328192949295,0.9504185914993286,-0.1385942995548248,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9800119400024414,-0.0555041432380676,0.9563238024711608,-0.1948638856410979,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9526081681251526,-0.1151698976755142,0.926081120967865,-0.2481074184179306,1.0,0.0,-0.88,NoEvent
BaseCondition,0.956153929233551,-0.0761804655194282,0.9575420618057252,-0.1018221527338028,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.971376657485962,-0.0172333493828773,0.963538408279419,-0.1339417248964309,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9731958508491516,-0.1954588592052459,0.977817714214325,-0.1080626472830772,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9987001419067384,-0.0416954793035984,0.9323850870132446,-0.289239764213562,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9819537997245787,-0.0239556990563869,0.959166407585144,-0.1496680974960327,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9834036231040956,-0.0481314845383167,0.8785230914751688,-0.3569871460398038,0.0,0.0,-0.88,NoEvent
BaseCondition,0.944301426410675,-0.2819514572620392,0.948520302772522,-0.3140199482440948,0.0,0.0,-0.88,NoEvent
AudioOnly,0.9288515448570251,0.200499765574932,0.9485012292861938,-0.2197685539722442,1.0,0.0,-0.88,NoEvent
HUDOnly,0.957722544670105,-0.0395110994577407,0.9631313681602478,-0.1292154490947722,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9908403754234314,0.0501585640013217,0.9744523763656616,-0.0848532982170581,0.0,0.0,-0.88,NoEvent
HUDOnly,0.9892042875289916,0.0651695728302002,0.9246805906295776,-0.1021256446838378,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.961476355791092,-0.2011800259351729,0.9027263224124908,-0.2101987078785896,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9785712957382202,-0.0976851657032966,0.9740396738052368,-0.1370402574539184,1.0,0.0,-0.88,NoEvent
HUDOnly,0.96674183011055,-0.0173458950594067,0.9741116166114808,-0.1262740865349769,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9488804936408995,0.0213435739278793,0.9340634047985076,-0.0638231188058853,0.0,0.0,-0.88,NoEvent
HUDOnly,0.984651505947113,-0.019993532449007,0.9636031985282898,-0.1060483232140541,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.968828558921814,-0.0826366916298866,0.8659699559211731,-0.2454592585563659,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9752178192138672,-0.0465449802577495,0.930536925792694,-0.0819808393716812,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9675083756446838,-0.2013324797153473,0.8953277468681335,-0.265440434217453,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9792761206626892,0.0556975677609443,0.9607678651809692,-0.154065191745758,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9556065201759338,-0.2114342153072357,0.9715427160263062,-0.1003118380904197,0.0,0.0,-0.88,NoEvent
BaseCondition,0.9714893698692322,-0.1792356967926025,0.960578978061676,-0.0986821725964546,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9840547442436218,0.1061345562338829,0.9778359532356262,-0.0865040495991706,0.0,0.0,-0.88,NoEvent
BaseCondition,0.975378394126892,-0.1031858697533607,0.9635744094848632,-0.1171557009220123,1.0,0.0,-0.88,NoEvent
HUDOnly,0.9784643650054932,-0.1385760307312011,0.9594771862030028,-0.0795398280024528,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9417055249214172,-0.0444715246558189,0.9588998556137084,-0.141992449760437,1.0,0.0,-0.88,NoEvent
HUDOnly,0.983789324760437,-0.1738444566726684,0.9199408888816832,-0.2134197056293487,1.0,0.0,-0.88,NoEvent
FullLoopAR,0.9710977077484132,-0.1150218769907951,0.9589629173278807,-0.134631723165512,1.0,0.0,-0.88,NoEvent
AudioOnly,0.9735775589942932,-0.1286370307207107,0.861243724822998,-0.5561916828155518,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9544193148612976,-0.2027826607227325,0.9754011034965516,-0.1033508032560348,0.0,0.0,-0.88,NoEvent
BaseCondition,0.928091287612915,-0.3026747107505798,0.9704757928848268,-0.1794066131114959,0.0,0.0,-0.88,NoEvent
FullLoopAR,0.9847428798675536,-0.1059735566377639,0.949637770652771,-0.1416916400194168,1.0,0.0,-0.88,NoEvent
BaseCondition,0.9681516289711,-0.0907769575715065,0.9341854453086852,-0.252333790063858,0.0,0.0,-0.86,NoEvent
FullLoopAR,0.9513254165649414,-0.0731731802225112,0.9564718008041382,-0.1519481092691421,1.0,0.0,-0.86,NoEvent
BaseCondition,0.9788284301757812,-0.1075395792722702,0.9542499780654908,-0.1949757635593414,0.0,0.0,-0.86,NoEvent
FullLoopAR,0.9650134444236756,-0.1524083316326141,0.9678845405578612,-0.132322072982788,1.0,0.0,-0.86,NoEvent
BaseCondition,0.9917643070220948,-0.0111047411337494,0.9639306664466858,-0.1420755237340927,0.0,0.0,-0.86,NoEvent
BaseCondition,0.9681916832923888,0.066507801413536,0.9595198333263396,-0.1173034198582172,0.0,0.0,-0.86,NoEvent
FullLoopAR,0.9995830059051514,-0.0117597132921218,0.969189465045929,-0.1114808991551399,1.0,0.0,-0.86,NoEvent
HUDOnly,0.9632229208946228,-0.015491715632379,0.9350721836090088,0.0378005877137184,1.0,0.0,-0.86,NoEvent
FullLoopAR,0.9917808175086976,0.023555364459753,0.9549318552017212,-0.1838602721691131,1.0,0.0,-0.86,NoEvent
FullLoopAR,0.9470847249031068,-0.1146921142935752,0.8963974118232727,-0.1899342834949493,1.0,0.0,-0.86,NoEvent
AudioOnly,0.9939547777175904,-0.0371727459132671,0.9699000120162964,-0.1404272466897964,1.0,0.0,-0.86,NoEvent
AudioOnly,0.9456952214241028,-0.3018343448638916,0.9725422859191896,-0.1309239417314529,1.0,0.0,-0.86,NoEvent
HUDOnly,0.987127125263214,-0.1128900051116943,0.9569600224494934,-0.0186976287513971,0.0,0.0,-0.86,NoEvent
BaseCondition,0.9534488916397096,-0.196654811501503,0.9544671773910522,-0.156796246767044,0.0,0.0,-0.86,NoEvent
HUDOnly,0.9554203748703004,-0.0154705215245485,0.9266983999146357,-0.1608456207646263,1.0,0.0,-0.86,NoEvent
HUDOnly,0.9783243536949158,-0.2726675122976302,0.8391251564025879,-0.5519784688949585,1.0,0.0,-0.86,NoEvent
BaseCondition,0.9987621307373048,-0.0386706627905368,0.9691667556762696,-0.1418022997677326,0.0,0.0,-0.86,NoEvent
FullLoopAR,0.9706211090087892,0.0336694717407226,0.953880488872528,-0.0808077901601791,1.0,0.0,-0.86,NoEvent
HUDOnly,0.9792209267616272,-0.0247540473937988,0.974024772644043,-0.1237241029739379,0.0,0.0,-0.86,NoEvent
AudioOnly,0.9783243536949158,0.0357714593410491,0.8391251564025879,-0.4754952788352966,0.0,0.0,-0.86,NoEvent
BaseCondition,0.9744845628738404,0.0012520924210548,0.9781888789600796,-0.110748529434204,1.0,0.0,-0.86,NoEvent
AudioOnly,0.982284426689148,-0.0706783235073089,0.9733906984329224,-0.0997882708907127,0.0,0.0,-0.86,NoEvent
FullLoopAR,0.9633396565914154,-0.1766902059316635,0.954660266637802,-0.1569157317280769,1.0,0.0,-0.86,NoEvent
BaseCondition,0.9287872910499572,-0.2555324733257293,0.9484989643096924,-0.089175634086132,1.0,0.0,-0.86,NoEvent
HUDOnly,0.9752749651670456,-0.0796685609966516,0.9704218059778214,-0.160500656813383,1.0,0.0,-0.86,NoEvent
HUDOnly,0.9712034463882446,0.1316827535629272,0.9584152698516846,-0.1327361464500427,0.0,0.0,-0.86,NoEvent
BaseCondition,0.9280135035514832,-0.2116972506046295,0.965736210346222,-0.111828327178955,0.0,0.0,-0.86,NoEvent
HUDOnly,0.9749911427497864,-0.0108069106936454,0.9606379270553588,-0.1455125138163566,0.0,0.0,-0.86,NoEvent
AudioOnly,0.98439759016037,-0.0548745691776275,0.9636555016040802,-0.1240164376795291,0.0,0.0,-0.86,NoEvent
HUDOnly,0.965366780757904,-0.0957086384296416,0.9732303619384766,-0.1318029835820197,1.0,0.0,-0.86,NoEvent
BaseCondition,0.979984164237976,-0.0512096881866455,0.996468424797058,-0.0757506489753723,0.0,0.0,-0.86,NoEvent
FullLoopAR,0.974575936794281,0.1889442652463913,0.939272940158844,-0.1755472272634506,0.0,0.0,-0.86,NoEvent
BaseCondition,0.983510822057724,-0.116121083498001,0.945543110370636,-0.2194381430745124,0.0,0.0,-0.86,NoEvent
AudioOnly,0.9533376097679138,-0.2205633819103241,0.9591646194458008,-0.0959267914295196,0.0,0.0,-0.86,NoEvent
FullLoopAR,0.9510979652404784,-0.2274812161922454,0.9418920473410533,0.179904429671856,0.0,0.0,-0.86,NoEvent
HUDOnly,0.9643452763557434,0.1339729726314544,0.9524691700935364,-0.2170983254909515,0.0,0.0,-0.86,NoEvent
BaseCondition,0.9752289056777954,-0.0117484685033559,0.9681473970413208,-0.1044436991214752,0.0,0.0,-0.86,NoEvent
