ExperimentalCondition,Head Horizontal,Head Vertical,Eye Horizontal,Eye Vertical,SuccessfulCompletion,Time,Event
FullLoopAR,0.967757284641266,-0.0423702262341976,0.9121026992797852,-0.2905796791116396,1.0,-0.40,NoEvent
FullLoopAR,0.9626635313034058,-0.1316304206848144,0.9555045366287231,-0.0757364183664321,1.0,-0.40,NoEvent
BaseCondition,0.9552387595176696,-0.1741448342800139,0.9589182436466216,-0.0954223982989787,0.0,-0.40,NoEvent
AudioOnly,0.9305943250656128,-0.0684859454631805,0.9481630921363832,-0.0062518226914107,1.0,-0.40,NoEvent
FullLoopAR,0.973870813846588,-0.0234507881104946,0.9647061824798584,-0.0778478533029556,0.0,-0.40,NoEvent
FullLoopAR,0.9474082589149476,-0.1882648468017578,0.9520702958106996,-0.0952955484390258,0.0,-0.40,NoEvent
FullLoopAR,0.9787249565124512,-0.0149242114275693,0.9885842204093932,-0.0320201106369495,1.0,-0.40,NoEvent
FullLoopAR,0.9760506749153136,-0.0185146369040012,0.9561889171600342,-0.1161927878856659,1.0,-0.40,NoEvent
BaseCondition,0.9878493547439576,0.0223311558365821,0.958785891532898,-0.0466395914554595,0.0,-0.40,NoEvent
FullLoopAR,0.9618275463581084,-0.0654559433460235,0.9699051976203918,-0.0838844776153563,0.0,-0.40,NoEvent
BaseCondition,0.9615678191184998,-0.1018151231110095,0.9608769714832306,-0.133737377822399,1.0,-0.40,NoEvent
BaseCondition,0.969480961561203,-0.1108097210526466,0.9536576569080352,-0.1217137798666953,0.0,-0.40,NoEvent
HUDOnly,0.9909648895263672,-0.053076647222042,0.9773626327514648,-0.1010886654257774,0.0,-0.40,NoEvent
BaseCondition,0.9867395162582396,-0.0430313237011432,0.963839828968048,-0.0716816484928131,1.0,-0.40,NoEvent
HUDOnly,0.9814491868019104,-0.1179953031241893,0.9525010883808136,-0.0776715278625487,1.0,-0.40,NoEvent
HUDOnly,0.9757357537746428,0.0188857624307274,0.983290433883667,-0.0556444339454173,0.0,-0.40,NoEvent
BaseCondition,0.9497101902961732,-0.0727180317044258,0.9578481316566468,-0.0723297521471977,0.0,-0.40,NoEvent
FullLoopAR,0.9762333035469056,-0.0626443549990654,0.9513242840766908,-0.0411423593759536,1.0,-0.40,NoEvent
AudioOnly,0.9696390628814696,-0.0290006473660469,0.8582140803337097,-0.447003573179245,0.0,-0.40,NoEvent
HUDOnly,0.9435909986495972,0.0091385915875434,0.9106107950210572,0.0202724058181047,1.0,-0.40,NoEvent
BaseCondition,0.9375432729721068,-0.2507954239845276,0.8894329071044922,-0.4275909960269928,1.0,-0.40,NoEvent
FullLoopAR,0.9704442620277404,-0.1523390412330627,0.971517026424408,-0.1210170984268188,0.0,-0.40,NoEvent
AudioOnly,0.9630228281021118,-0.1150232329964637,0.9545698165893556,0.0016090298304334,1.0,-0.40,NoEvent
AudioOnly,0.9558661580085754,-0.049113318324089,0.9709214568138124,-0.0641095489263534,1.0,-0.40,NoEvent
BaseCondition,0.957731306552887,0.039170354604721,0.9535054564476012,-0.1069732159376144,0.0,-0.40,NoEvent
BaseCondition,0.9652574062347412,-0.076826773583889,0.9609385132789612,-0.090110495686531,0.0,-0.40,NoEvent
BaseCondition,0.9800292253494264,-0.0275006182491779,0.9656468629837036,-0.0822235941886901,0.0,-0.40,NoEvent
HUDOnly,0.9741935133934022,-0.091957576572895,0.9872370958328248,-0.057834705337882,0.0,-0.40,NoEvent
HUDOnly,0.9942760467529296,0.0303902104496955,0.941953182220459,-0.0382120124995708,1.0,-0.40,NoEvent
AudioOnly,0.959303855895996,-0.0281755626201629,0.9651320576667786,-0.0642894133925437,0.0,-0.40,NoEvent
BaseCondition,0.9710234999656676,-0.1240296512842178,0.9837223291397096,-0.0630247443914413,0.0,-0.40,NoEvent
HUDOnly,0.9961516261100768,-0.0631438121199607,0.971901834011078,-0.1910020560026168,0.0,-0.40,NoEvent
BaseCondition,0.962651252746582,-0.1398470476269722,0.9606098532676696,-0.0108713638037442,0.0,-0.40,NoEvent
FullLoopAR,0.9615665674209596,0.1481405794620514,0.9460206031799316,-0.0125733138993382,1.0,-0.40,NoEvent
BaseCondition,0.9807187914848328,-0.0393954254686832,0.9563396573066713,-0.0863972306251525,0.0,-0.40,NoEvent
FullLoopAR,0.9549182653427124,-0.1104200556874275,0.8519148826599121,0.0438563600182533,1.0,-0.40,NoEvent
FullLoopAR,0.9657771587371826,0.020914101973176,0.9650638103485109,-0.1158153265714645,0.0,-0.40,NoEvent
HUDOnly,0.9735918641090392,-0.023509768769145,0.9635797739028932,-0.0833592042326927,1.0,-0.40,NoEvent
FullLoopAR,0.9838985204696656,-0.0023283716291189,0.906462013721466,0.0368552021682262,1.0,-0.40,NoEvent
FullLoopAR,0.9797778129577636,-0.1177582070231437,0.9585226774215698,-0.1035566702485084,1.0,-0.40,NoEvent
FullLoopAR,0.9831747710704803,-0.008444484323263,0.9480829536914824,-0.107178933918476,0.0,-0.40,NoEvent
HUDOnly,0.9794247150421144,-0.0495267510414123,0.9629145860671996,-0.0960173457860946,1.0,-0.40,NoEvent
FullLoopAR,0.979563057422638,-0.1099471151828765,0.9627293348312378,-0.1510463654994964,1.0,-0.40,NoEvent
FullLoopAR,0.9901256561279296,0.0146556720137596,0.9642069935798644,-0.0522981248795986,1.0,-0.40,NoEvent
HUDOnly,0.9842629432678224,-0.0146290985867381,0.967292308807373,0.0192528422921895,0.0,-0.40,NoEvent
BaseCondition,0.976904034614563,-0.185945451259613,0.9726552367210388,-0.1013830974698066,0.0,-0.40,NoEvent
FullLoopAR,0.9976212978363036,0.0458524078130722,0.9529304504394532,-0.0137377139180898,1.0,-0.40,NoEvent
FullLoopAR,0.9628722071647644,-0.078666940331459,0.9434757828712464,-0.230748251080513,0.0,-0.40,NoEvent
FullLoopAR,0.9855695962905884,-0.0646521002054214,0.9569096565246582,-0.0552020967006683,1.0,-0.40,NoEvent
HUDOnly,0.9567284882068634,0.0741123408079147,0.9543360471725464,-0.1627101078629493,0.0,-0.40,NoEvent
BaseCondition,0.9647887945175172,-0.0640809796750545,0.9347377717494963,-0.0071003069169818,0.0,-0.40,NoEvent
FullLoopAR,0.966344118118286,-0.0374046601355075,0.9105595435414996,-0.2133664808103016,1.0,-0.40,NoEvent
FullLoopAR,0.962375819683075,-0.1587328985333442,0.919454663991928,-0.2421253845095634,0.0,-0.40,NoEvent
BaseCondition,0.9310023188591005,-0.1058072745800018,0.9451508522033693,-0.0594315156340599,0.0,-0.40,NoEvent
AudioOnly,0.9549182653427124,0.0765594765543937,0.8519148826599121,0.0181228034198284,0.0,-0.40,NoEvent
FullLoopAR,0.9464853256940842,-0.0152112923096864,0.9314215034246444,0.0094709550030529,0.0,-0.40,NoEvent
BaseCondition,0.9684673845767976,0.1167432591319083,0.9657627940177916,-0.0827785283327102,0.0,-0.40,NoEvent
HUDOnly,0.9603663682937622,-0.0049428790807724,0.9197759032249452,-0.0226941537111997,0.0,-0.40,NoEvent
FullLoopAR,0.975085973739624,-0.1581640243530273,0.9696460962295532,-0.1278030276298523,1.0,-0.40,NoEvent
AudioOnly,0.9549182653427124,-0.1103833615779876,0.8519148826599121,-0.077530950307846,1.0,-0.40,NoEvent
HUDOnly,0.951513648033142,-0.0990266352891922,0.9572483897209167,-0.0100775072351098,0.0,-0.40,NoEvent
AudioOnly,0.955047070980072,0.0648006871342659,0.979472279548645,-0.0523332953453063,1.0,-0.40,NoEvent
AudioOnly,0.9636725187301636,-0.1201464161276817,0.9104140400886536,0.0154390167444944,0.0,-0.40,NoEvent
HUDOnly,0.959298014640808,-0.1472517549991607,0.8926610946655273,-0.1647218018770218,0.0,-0.40,NoEvent
BaseCondition,0.9768131971359252,-0.1246180608868599,0.964950442314148,-0.1567326486110687,0.0,-0.40,NoEvent
FullLoopAR,0.9786412268877028,-0.1490381248295306,0.9614127278327942,-0.06267671007663,1.0,-0.40,NoEvent
AudioOnly,0.971117615699768,-0.1243439465761184,0.9758905172348022,-0.1600990742444992,0.0,-0.40,NoEvent
BaseCondition,0.8623247742652893,-0.4985639452934265,0.9373931288719176,-0.5650699734687805,0.0,-0.40,NoEvent
FullLoopAR,0.9328993558883668,-0.2755681574344634,0.9406030774116516,-0.1288144960999488,1.0,-0.40,NoEvent
FullLoopAR,0.9866023361682892,-0.0164370667189359,0.9647015035152436,-0.0129391457885503,1.0,-0.40,NoEvent
HUDOnly,0.9733048677444458,-0.1898221969604492,0.9785316586494446,-0.0078977206721901,1.0,-0.40,NoEvent
HUDOnly,0.9632109999656676,-0.1329775154590606,0.9709587693214417,-0.102420337498188,1.0,-0.40,NoEvent
FullLoopAR,0.9747133553028108,-0.0747503004968166,0.9699019094308218,-0.1310183405876159,0.0,-0.40,NoEvent
BaseCondition,0.986623227596283,0.0719860419631004,0.9664991497993468,-0.0443124622106551,0.0,-0.40,NoEvent
FullLoopAR,0.9858444333076476,-0.0826097875833511,0.9726866483688354,-0.1087152063846588,0.0,-0.40,NoEvent
AudioOnly,0.9593615531921388,-0.1449659466743469,0.9230641722679138,-0.0463883802294731,0.0,-0.40,NoEvent
HUDOnly,0.95887690782547,-0.2136606574058532,0.9523210525512696,-0.0712849870324134,1.0,-0.40,NoEvent
BaseCondition,0.9510740041732788,0.0011343890801072,0.9538427591323853,-0.1197788193821907,0.0,-0.40,NoEvent
FullLoopAR,0.9617314338684082,-0.1796377748250961,0.9538525007665158,-0.1156066330149769,0.0,-0.40,NoEvent
BaseCondition,0.9396317601203918,-0.2742292881011963,0.9672530889511108,-0.0834525749087333,0.0,-0.40,NoEvent
AudioOnly,0.985235631465912,0.0325212068855762,0.968726396560669,-0.0755898207426071,1.0,-0.40,NoEvent
HUDOnly,0.959618866443634,0.009340513497591,0.9773154258728028,-0.1091024801135063,0.0,-0.40,NoEvent
AudioOnly,0.936557114124298,-0.0668665245175361,0.9513922333717346,-0.0998980700969696,0.0,-0.40,NoEvent
BaseCondition,0.9814928770065308,-0.0475018247961998,0.953494429588318,-0.0954127982258796,1.0,-0.40,NoEvent
AudioOnly,0.945038080215454,-0.1229806989431381,0.9597399234771729,-0.0932495221495628,1.0,-0.40,NoEvent
BaseCondition,0.945690706372261,-0.0297473212704062,0.9682587534189224,-0.0796367619186639,0.0,-0.40,NoEvent
FullLoopAR,0.9724010825157166,-0.0023788101971149,0.9556890726089478,-0.0723090097308158,1.0,-0.40,NoEvent
FullLoopAR,0.9747129678726196,-0.1908082962036132,0.9740866422653198,-0.0182636193931102,1.0,-0.40,NoEvent
AudioOnly,0.98939448595047,0.0092469546943902,0.9459179043769836,-0.1048053503036499,1.0,-0.40,NoEvent
BaseCondition,0.9682639837265016,0.0598454847931861,0.9400785565376282,-0.0744500309228897,0.0,-0.40,NoEvent
AudioOnly,0.9813966751098632,0.0235571824014186,0.9393513798713684,-0.1160038709640502,0.0,-0.40,NoEvent
BaseCondition,0.9554523229599,-0.2811396718025207,0.970939040184021,-0.0798925086855888,0.0,-0.40,NoEvent
AudioOnly,0.8623247742652893,0.2067124545574188,0.9373931288719176,-0.0752724260091781,1.0,-0.40,NoEvent
HUDOnly,0.9289854168891908,-0.1590932309627533,0.9620468020439148,-0.094612680375576,0.0,-0.40,NoEvent
HUDOnly,0.989659547805786,0.0550075024366378,0.9618142247200012,-0.0850935503840446,0.0,-0.40,NoEvent
HUDOnly,0.9451740384101868,0.0562060549855232,0.8996526002883911,0.0419044867157936,1.0,-0.40,NoEvent
FullLoopAR,0.963133692741394,-0.1978476494550705,0.9634050726890564,-0.0962340533733367,1.0,-0.40,NoEvent
AudioOnly,0.9548400640487672,-0.1767428517341613,0.9599841833114624,-0.1087544485926628,1.0,-0.40,NoEvent
HUDOnly,0.9446435570716858,-0.0039644413627683,0.930467814207077,-0.0639599785208701,1.0,-0.40,NoEvent
HUDOnly,0.9434334635734558,0.0273853410035371,0.9587005376815796,-0.0139798391610383,0.0,-0.40,NoEvent
HUDOnly,0.9710566401481628,0.0249983072280883,0.915555775165558,-0.0436792597174644,1.0,-0.40,NoEvent
FullLoopAR,0.967184156179428,-0.0886452067643403,0.9617934674024582,-0.1100358683615922,1.0,-0.40,NoEvent
AudioOnly,0.9751500487327576,-0.0372014492750167,0.960792988538742,-0.1023903414607047,0.0,-0.40,NoEvent
FullLoopAR,0.9691404104232788,-0.1928039938211441,0.8848079442977905,-0.4064834415912628,1.0,-0.40,NoEvent
AudioOnly,0.964621275663376,0.0979416146874427,0.9782732427120208,-0.0914770103991031,1.0,-0.40,NoEvent
AudioOnly,0.9194859862327576,-0.2544800341129303,0.9394288659095764,-0.0300047807395458,0.0,-0.40,NoEvent
BaseCondition,0.951748251914978,-0.1626447290182113,0.9616585969924928,-0.1113615781068801,0.0,-0.40,NoEvent
FullLoopAR,0.978160798549652,0.1579097062349319,0.9652091562747956,-0.0940188504755496,0.0,-0.40,NoEvent
BaseCondition,0.974819839000702,-0.0924737602472305,0.9804623126983644,-0.0475952699780464,1.0,-0.40,NoEvent
HUDOnly,0.9763017296791076,-0.0922163277864456,0.8846883773803711,0.0028575856704264,1.0,-0.40,NoEvent
FullLoopAR,0.93051278591156,-0.0311892833560705,0.9401583671569824,-0.1438342928886413,1.0,-0.40,NoEvent
HUDOnly,0.9855110049247742,-0.1555781960487365,0.9852405190467834,-0.1179103031754493,1.0,-0.40,NoEvent
FullLoopAR,0.9613708555698396,-0.1195535883307456,0.9563832879066468,-0.1201667860150336,1.0,-0.40,NoEvent
AudioOnly,0.9755386114120485,-0.1270422935485839,0.9301673769950868,-0.3004071414470672,1.0,-0.40,NoEvent
BaseCondition,0.9570176005363464,-0.1950454413890838,0.9774640798568726,-0.0603582561016082,0.0,-0.40,NoEvent
BaseCondition,0.9353141486644744,-0.2822815328836441,0.9746586084365844,-0.1164268553256988,0.0,-0.40,NoEvent
FullLoopAR,0.9699991941452026,-0.0717084165662526,0.8689999282360077,-0.0549490395933389,1.0,-0.40,NoEvent
BaseCondition,0.9520597457885742,-0.0584489777684211,0.9504611492156982,-0.1069540828466415,0.0,-0.38,NoEvent
FullLoopAR,0.9753115773200988,-0.0618054941296577,0.9597678184509276,0.0109828067943453,1.0,-0.38,NoEvent
BaseCondition,0.9751176238059998,-0.088138211518526,0.9648445546627044,-0.049125963822007,0.0,-0.38,NoEvent
FullLoopAR,0.9677027463912964,-0.1417495906352996,0.9301405549049376,-0.3121892809867859,1.0,-0.38,NoEvent
BaseCondition,0.9924288988113404,-0.0059262383729219,0.9778015613555908,-0.0779706463217735,0.0,-0.38,NoEvent
BaseCondition,0.9621225595474244,0.0683709681034088,0.9603073596954346,-0.0575990937650203,0.0,-0.38,NoEvent
FullLoopAR,0.977043867111206,0.0119626782834529,0.9435355365276336,-0.0381232798099517,1.0,-0.38,NoEvent
HUDOnly,0.9591968059539796,0.0225764028728008,0.9605830907821656,0.0562705770134925,1.0,-0.38,NoEvent
FullLoopAR,0.9933009743690492,0.0267744492739439,0.958284282684326,-0.0594768568873404,1.0,-0.38,NoEvent
FullLoopAR,0.8962380588054657,-0.0059420425677671,0.9577257633209229,0.0006333831697702,1.0,-0.38,NoEvent
AudioOnly,0.9912365078926086,-0.0101893339306116,0.9762733578681946,-0.0866586863994598,1.0,-0.38,NoEvent
AudioOnly,0.9480417370796204,-0.2968798875808716,0.9758020043373108,-0.1247577667236328,1.0,-0.38,NoEvent
HUDOnly,0.9887152314186096,-0.1063873320817947,0.996255338191986,0.0505648590624332,0.0,-0.38,NoEvent
BaseCondition,0.9551209211349488,-0.1980954706668853,0.8761714696884155,-0.4218780100345611,0.0,-0.38,NoEvent
HUDOnly,0.9439021348953248,0.0375000648200511,0.9367243647575378,-0.0084325838834047,1.0,-0.38,NoEvent
HUDOnly,0.9570895433425904,-0.2528623640537262,0.9620424509048462,-0.0943712666630745,1.0,-0.38,NoEvent
BaseCondition,0.997870147228241,-0.0474113821983337,0.914168119430542,-0.3727972209453583,0.0,-0.38,NoEvent
FullLoopAR,0.9612143635749816,0.0493502989411354,0.956229329109192,-0.0434019453823566,1.0,-0.38,NoEvent
HUDOnly,0.982399582862854,-0.0119581902399659,0.9109586477279664,-0.3180277049541473,0.0,-0.38,NoEvent
AudioOnly,0.9748013019561768,0.0172061379998922,0.9001371264457703,-0.3740143775939941,0.0,-0.38,NoEvent
BaseCondition,0.943393886089325,0.1716147363185882,0.9458589553833008,-0.0317485034465789,1.0,-0.38,NoEvent
AudioOnly,0.9768079519271852,-0.1136992871761322,0.91815584897995,-0.394878625869751,0.0,-0.38,NoEvent
FullLoopAR,0.9650930166244508,-0.1459811627864837,0.9762468338012696,-0.0274572521448135,1.0,-0.38,NoEvent
BaseCondition,0.9314020872116088,-0.2492464631795883,0.9462711215019226,-0.2023207992315292,1.0,-0.38,NoEvent
HUDOnly,0.9881806969642638,-0.0834649205207824,0.9197794497013092,-0.1459351405501365,1.0,-0.38,NoEvent
HUDOnly,0.9626524448394777,0.138931319117546,0.9672855734825134,-0.0729447230696678,0.0,-0.38,NoEvent
BaseCondition,0.9439416527748108,-0.1696782708168029,0.9566366672515868,-0.0721041485667228,0.0,-0.38,NoEvent
HUDOnly,0.973482608795166,0.0104376189410686,0.9585809707641602,-0.0961686745285987,0.0,-0.38,NoEvent
AudioOnly,0.9773573875427246,-0.0360823385417461,0.9296802878379822,-0.2121756970882415,0.0,-0.38,NoEvent
HUDOnly,0.9660193920135498,-0.0796049684286117,0.9674913883209229,-0.0707950443029403,1.0,-0.38,NoEvent
BaseCondition,0.9607069492340088,-0.0107824495062232,0.962873637676239,-0.0457573793828487,0.0,-0.38,NoEvent
FullLoopAR,0.9881640672683716,0.0243963617831468,0.916124165058136,-0.1161041334271431,0.0,-0.38,NoEvent
BaseCondition,0.9767687320709229,-0.1018610000610351,0.953201413154602,-0.1744790226221084,0.0,-0.38,NoEvent
AudioOnly,0.958275318145752,-0.2065961360931396,0.946872055530548,-0.040248630568385,0.0,-0.38,NoEvent
FullLoopAR,0.953153520822525,-0.1920406892895698,0.914973795413971,0.2409587800502777,0.0,-0.38,NoEvent
HUDOnly,0.9472628235816956,0.132284790277481,0.9477413296699524,-0.2076376378536224,0.0,-0.38,NoEvent
BaseCondition,0.9755290746688844,-0.0106960134580731,0.9709173440933228,-0.0558320432901382,0.0,-0.38,NoEvent
BaseCondition,0.9873204231262208,-0.076808676123619,0.9886474609375,0.0189972911030054,1.0,-0.38,NoEvent
FullLoopAR,0.9809093475341796,-0.0355276577174663,0.966588258743286,-0.0922239199280738,1.0,-0.38,NoEvent
HUDOnly,0.973436713218689,-0.0686874985694885,0.9590650200843812,-0.1036014333367347,1.0,-0.38,NoEvent
FullLoopAR,0.9696994423866272,-0.0956620499491691,0.9494343996047974,-0.0423321239650249,1.0,-0.38,NoEvent
FullLoopAR,0.9888288378715516,-0.0415758825838565,0.9682617783546448,-0.0989538803696632,1.0,-0.38,NoEvent
AudioOnly,0.9550827145576476,-0.0323983840644359,0.9551478624343872,-0.0074134138412773,1.0,-0.38,NoEvent
FullLoopAR,0.96789288520813,-0.0431513153016567,0.919681504368782,-0.2998941633850336,1.0,-0.38,NoEvent
FullLoopAR,0.9661428928375244,-0.1285124272108078,0.9519874453544616,-0.0841415673494339,1.0,-0.38,NoEvent
BaseCondition,0.9546117782592772,-0.1728852689266204,0.9574096202850342,-0.1000135540962219,0.0,-0.38,NoEvent
AudioOnly,0.9304527044296264,-0.0659511238336563,0.9479144811630248,-0.0033732263837009,1.0,-0.38,NoEvent
FullLoopAR,0.9738252758979796,-0.0226784013211727,0.9653221368789672,-0.0692760646343231,0.0,-0.38,NoEvent
FullLoopAR,0.9469281435012816,-0.184815764427185,0.9514790773391724,-0.096601016819477,0.0,-0.38,NoEvent
FullLoopAR,0.9786908626556396,-0.0144168529659509,0.9844089150428772,-0.0732395723462104,1.0,-0.38,NoEvent
FullLoopAR,0.9761207103729248,-0.0171072110533714,0.9558166265487672,-0.1131184920668602,1.0,-0.38,NoEvent
BaseCondition,0.9878166913986206,0.0221675783395767,0.9586909413337708,-0.0472309030592441,0.0,-0.38,NoEvent
FullLoopAR,0.9617336988449096,-0.0633244514465332,0.9640876054763794,-0.0908031314611435,0.0,-0.38,NoEvent
BaseCondition,0.9624571204185486,-0.1018316373229026,0.9602564573287964,-0.1357297599315643,1.0,-0.38,NoEvent
BaseCondition,0.9697293639183044,-0.106818288564682,0.9543887972831726,-0.1208449453115463,0.0,-0.38,NoEvent
HUDOnly,0.991114616394043,-0.0495446734130382,0.9773528575897216,-0.0942385904490947,0.0,-0.38,NoEvent
BaseCondition,0.9871224164962769,-0.0423651337623596,0.963508665561676,-0.0710305720567703,1.0,-0.38,NoEvent
HUDOnly,0.9815160036087036,-0.1173835173249244,0.95255309343338,-0.077149711549282,1.0,-0.38,NoEvent
HUDOnly,0.9759078025817872,0.0196729376912117,0.9830886125564576,-0.0548039823770523,0.0,-0.38,NoEvent
BaseCondition,0.9490949511528016,-0.0717448890209198,0.9577742218971252,-0.0707824528217315,0.0,-0.38,NoEvent
FullLoopAR,0.9759523570537568,-0.0628353618085384,0.951090931892395,-0.0390827096998691,1.0,-0.38,NoEvent
AudioOnly,0.9687370657920836,-0.0263749472796916,0.8458066582679749,-0.4617870450019836,0.0,-0.38,NoEvent
HUDOnly,0.9431042224168776,0.0087712230160831,0.9110970795154572,0.0215858244337141,1.0,-0.38,NoEvent
BaseCondition,0.9370065927505492,-0.251973807811737,0.8880118131637573,-0.4242199659347534,1.0,-0.38,NoEvent
FullLoopAR,0.9706653356552124,-0.1512886881828308,0.9716320633888244,-0.1204571798443794,0.0,-0.38,NoEvent
AudioOnly,0.9614022374153136,-0.1172342300415039,0.9532934427261353,0.0089368801563978,1.0,-0.38,NoEvent
AudioOnly,0.954563856124878,-0.0471169538795948,0.9703454971313475,-0.0656813532114029,1.0,-0.38,NoEvent
BaseCondition,0.9572339057922364,0.042060911655426,0.95298570394516,-0.1061681509017944,0.0,-0.38,NoEvent
BaseCondition,0.9645636677742004,-0.0801861733198165,0.9608514308929444,-0.0933010056614875,0.0,-0.38,NoEvent
BaseCondition,0.9799033403396606,-0.0215160921216011,0.962120532989502,-0.076319508254528,0.0,-0.38,NoEvent
HUDOnly,0.9745273590087892,-0.0865884721279144,0.9885409474372864,-0.05478335916996,0.0,-0.38,NoEvent
HUDOnly,0.9941617548465728,0.0322941243648528,0.9417911767959596,-0.0357337817549704,1.0,-0.38,NoEvent
AudioOnly,0.9608495235443116,-0.0276305135339498,0.9638107419013976,-0.0690675154328346,0.0,-0.38,NoEvent
BaseCondition,0.971241295337677,-0.121877372264862,0.9837193489074708,-0.0613926015794277,0.0,-0.38,NoEvent
HUDOnly,0.9963899254798888,-0.0594168454408645,0.9718821048736572,-0.1902489960193634,0.0,-0.38,NoEvent
BaseCondition,0.9648946523666382,-0.1313541233539581,0.9577928185462952,-0.0172949470579624,0.0,-0.38,NoEvent
FullLoopAR,0.9606466293334962,0.1522971689701079,0.9575527906417848,-0.0869998112320899,1.0,-0.38,NoEvent
BaseCondition,0.980872392654419,-0.038572585210204,0.9559821784496308,-0.0796412676572799,0.0,-0.38,NoEvent
FullLoopAR,0.954115241765976,-0.1117993183434009,0.8532233834266663,0.0464580189436673,1.0,-0.38,NoEvent
FullLoopAR,0.9661957025527954,0.020630307495594,0.9657350182533264,-0.1149668768048286,0.0,-0.38,NoEvent
HUDOnly,0.9735510349273682,-0.0242899842560291,0.9630805253982544,-0.0821793675422668,1.0,-0.38,NoEvent
FullLoopAR,0.9840047955513,-0.0014876220375299,0.9079186916351318,0.0299400929361581,1.0,-0.38,NoEvent
FullLoopAR,0.9799858331680298,-0.1169010251760482,0.9587461352348328,-0.1013345569372177,1.0,-0.38,NoEvent
FullLoopAR,0.982882797718048,-0.0076054316014051,0.9468041658401488,-0.0748427510261535,0.0,-0.38,NoEvent
HUDOnly,0.9795437455177308,-0.0488520860671997,0.963115692138672,-0.0952021554112434,1.0,-0.38,NoEvent
FullLoopAR,0.9797284603118896,-0.1087292805314064,0.962943196296692,-0.1500858068466186,1.0,-0.38,NoEvent
FullLoopAR,0.9897702932357788,0.0188750922679901,0.9630773067474364,-0.0502618104219436,1.0,-0.38,NoEvent
HUDOnly,0.9842779636383056,-0.0142022073268889,0.9671184420585632,0.0214556045830249,0.0,-0.38,NoEvent
BaseCondition,0.9770976305007936,-0.1851996779441833,0.972785472869873,-0.1009205430746078,0.0,-0.38,NoEvent
FullLoopAR,0.9974141120910645,0.047191172838211,0.9522878527641296,-0.0111381663009524,1.0,-0.38,NoEvent
FullLoopAR,0.9627038538455962,-0.0783024765551089,0.9220334589481354,-0.2446868121623993,0.0,-0.38,NoEvent
FullLoopAR,0.9856351613998412,-0.0635911971330642,0.9563236236572266,-0.0553473234176635,1.0,-0.38,NoEvent
HUDOnly,0.9585817456245422,0.0721741020679473,0.9664037823677064,-0.1611828655004501,0.0,-0.38,NoEvent
BaseCondition,0.964255690574646,-0.0625998303294181,0.9340196251869202,-0.0036155106499791,0.0,-0.38,NoEvent
FullLoopAR,0.966201663017273,-0.036360777914524,0.917028750692095,-0.1579910468842302,1.0,-0.38,NoEvent
FullLoopAR,0.9625117480754852,-0.1576403640210628,0.9232948869466782,-0.2673455588519573,0.0,-0.38,NoEvent
BaseCondition,0.930844247341156,-0.1058795005083084,0.9464427828788756,-0.0569524429738521,0.0,-0.38,NoEvent
AudioOnly,0.954115241765976,0.0773313641548156,0.8532233834266663,0.0158182196319103,0.0,-0.38,NoEvent
FullLoopAR,0.9462470710277556,-0.0139391548000275,0.9311797916889192,0.0109465168789029,0.0,-0.38,NoEvent
BaseCondition,0.9685813784599304,0.1168547868728637,0.965440034866333,-0.0838716551661491,0.0,-0.38,NoEvent
HUDOnly,0.9558647871017456,-0.000402458012104,0.925592839717865,-0.0134000368416309,0.0,-0.38,NoEvent
FullLoopAR,0.9755280613899232,-0.1573678255081176,0.969527393579483,-0.1273415312170982,1.0,-0.38,NoEvent
AudioOnly,0.9687370657920836,-0.1066261231899261,0.8458066582679749,-0.1062875464558601,1.0,-0.38,NoEvent
HUDOnly,0.9507487416267396,-0.0986617505550384,0.9573974013328552,-0.0082819666713476,0.0,-0.38,NoEvent
AudioOnly,0.955393373966217,0.0648091882467269,0.9789696931838988,-0.0487793087959289,1.0,-0.38,NoEvent
AudioOnly,0.9637545645236968,-0.1192957945168017,0.910159796476364,0.0152278603054582,0.0,-0.38,NoEvent
HUDOnly,0.9576525688171388,-0.1491127908229828,0.90253084897995,-0.1583593338727951,0.0,-0.38,NoEvent
BaseCondition,0.9769095778465272,-0.1240438222885131,0.9649195075035096,-0.1574305593967437,0.0,-0.38,NoEvent
FullLoopAR,0.9788223803043364,-0.1479567736387252,0.9613384902477264,-0.0614024642854928,1.0,-0.38,NoEvent
AudioOnly,0.9713258743286132,-0.1231924146413803,0.9683316349983216,-0.1409827917814254,0.0,-0.38,NoEvent
BaseCondition,0.8617184460163116,-0.5008930563926697,0.9352986514568328,-0.5672217309474945,0.0,-0.38,NoEvent
FullLoopAR,0.9328901767730712,-0.2732777297496795,0.9422688484191896,-0.1163859814405441,1.0,-0.38,NoEvent
FullLoopAR,0.9867519736289978,-0.0151126459240913,0.9645527005195618,-0.0123489974066615,1.0,-0.38,NoEvent
HUDOnly,0.9734854698181152,-0.1891255788505077,0.9791225492954254,0.0018986230716109,1.0,-0.38,NoEvent
HUDOnly,0.9636740684509276,-0.1307570487260818,0.969282865524292,-0.1035450026392936,1.0,-0.38,NoEvent
FullLoopAR,0.9742124378681184,-0.0721791647374629,0.9685035149256388,-0.1236435025930404,0.0,-0.38,NoEvent
BaseCondition,0.986489474773407,0.0732972845435142,0.9591046571731568,-0.016127435490489,0.0,-0.38,NoEvent
