ExperimentalCondition,Head Horizontal,Head Vertical,Eye Horizontal,Eye Vertical,SuccessfulCompletion,Time,Event
BaseCondition,0.961243897676468,0.0289862202480435,0.868454098701477,-0.0014474957351922,1.0,0.38,StagEventNew
HUDOnly,0.957494020462036,-0.0654296204447746,0.9526392817497252,-0.1187236383557319,1.0,0.38,StagEventNew
HUDOnly,0.9320907592773438,0.0673555135726928,0.901831328868866,0.0377094261348247,0.0,0.38,StagEventNew
BaseCondition,0.8749371767044067,-0.0231444016098976,0.8575463891029358,-0.0090890377759933,0.0,0.38,StagEventNew
FullLoopAR,0.9160744547843932,-0.0203229151666164,0.9185724258422852,0.0013334639370441,1.0,0.38,StagEventNew
AudioOnly,0.9357221126556396,0.0806072056293487,0.8648654222488403,0.0023147445172071,0.0,0.38,StagEventNew
HUDOnly,0.8998910784721375,0.1047087237238884,0.9008962512016296,0.0754475742578506,1.0,0.38,StagEventNew
BaseCondition,0.8826267719268799,-0.1960148066282272,0.8660733699798584,0.0164562128484249,1.0,0.38,StagEventNew
FullLoopAR,0.9432287216186525,-0.0902909040451049,0.9402424693107604,-0.1123309433460235,0.0,0.38,StagEventNew
AudioOnly,0.7879242300987244,-0.017539270222187,0.8001892566680908,0.1803864985704422,1.0,0.38,StagEventNew
AudioOnly,0.917980968952179,9.605661034584044e-06,0.8820788264274597,0.0205487608909606,1.0,0.38,StagEventNew
BaseCondition,0.8911727070808411,0.0969626456499099,0.8838096857070923,-0.0355222076177597,0.0,0.38,StagEventNew
BaseCondition,0.9140347838401794,-0.0674107074737548,0.8729356527328491,-0.0313523858785629,0.0,0.38,StagEventNew
BaseCondition,0.9270387291908264,0.0992892012000083,0.9528992267755362,0.012174058992129,0.0,0.38,StagEventNew
HUDOnly,0.9407761693000792,0.1007079035043716,0.9510595202445984,-0.0377495698630809,0.0,0.38,StagEventNew
HUDOnly,0.9741690754890442,0.0065757781267166,0.8799766898155212,-0.4087620973587036,1.0,0.38,StagEventNew
AudioOnly,0.9297281503677368,0.045985423028469,0.9102639555931092,-0.0325736403465271,0.0,0.38,StagEventNew
BaseCondition,0.9411531090736388,-0.0490779094398021,0.8714553713798523,0.0321229957044124,0.0,0.38,StagEventNew
HUDOnly,0.954339325428009,0.0476247277110815,0.9019525945186614,0.0186844887211918,0.0,0.38,StagEventNew
BaseCondition,0.9010621905326844,-0.0472171902656555,0.7348713278770447,0.0873089507222175,0.0,0.38,StagEventNew
FullLoopAR,0.9087817072868348,0.1843720227479934,0.8708536624908447,0.0842783153057098,1.0,0.38,StagEventNew
BaseCondition,0.929562509059906,0.0289132632315158,0.9257246851921082,-0.0363050028681755,0.0,0.38,StagEventNew
FullLoopAR,0.8912960588932037,-0.0425484329462051,0.8910867869853973,0.0294013321399688,1.0,0.38,StagEventNew
FullLoopAR,0.9331544637680054,0.0765708088874816,0.9104904532432556,-0.0448981001973152,0.0,0.38,StagEventNew
HUDOnly,0.930571436882019,0.0068183783441782,0.8867234587669373,-0.4159178733825683,1.0,0.38,StagEventNew
FullLoopAR,0.9560853242874146,0.0479204580187797,0.9389733672142028,-0.0695033594965934,1.0,0.38,StagEventNew
FullLoopAR,0.9603452682495116,-0.0855406075716018,0.9765949249267578,-0.1087371632456779,1.0,0.38,StagEventNew
FullLoopAR,0.9346654117107392,0.0390768647193908,0.9256061911582948,0.0012318937224335,0.0,0.38,StagEventNew
HUDOnly,0.9507569074630736,0.0083674918860197,0.932493269443512,-0.0580827295780181,1.0,0.38,StagEventNew
FullLoopAR,0.9636977910995485,-0.0521007068455219,0.9723767638206482,-0.124632328748703,1.0,0.38,StagEventNew
FullLoopAR,0.9595390558242798,0.0856370851397514,0.9355707168579102,-0.0309732090681791,1.0,0.38,StagEventNew
HUDOnly,0.9637256264686584,0.0113825611770153,0.9598289728164672,-0.1518289297819137,0.0,0.38,StagEventNew
BaseCondition,0.96946582198143,-0.1358286887407302,0.8913333415985107,-0.0025519336340948,0.0,0.38,StagEventNew
FullLoopAR,0.9622705578804016,0.1086155921220779,0.9742650985717772,-0.095845527946949,1.0,0.38,StagEventNew
FullLoopAR,0.9309772551059724,-0.0260311886668205,0.9011838138103484,-0.017784203402698,0.0,0.38,StagEventNew
FullLoopAR,0.9618942737579346,-0.0155109306797385,0.9234057068824768,-0.0209273938089609,1.0,0.38,StagEventNew
HUDOnly,0.9151179194450378,0.192910760641098,0.9228736758232116,0.0195132419466972,0.0,0.38,StagEventNew
BaseCondition,0.8928917050361633,-0.0051519367843866,0.8588062524795532,-0.0168594382703304,0.0,0.38,StagEventNew
FullLoopAR,0.91664719581604,0.0725639164447784,0.9347233772277832,-0.0425146296620368,1.0,0.38,StagEventNew
FullLoopAR,0.941449761390686,-0.1118927523493766,0.9494860768318176,-0.0764443129301071,0.0,0.38,StagEventNew
BaseCondition,0.9221132397651672,-0.1128575205802917,0.802846372127533,0.0542256273329257,0.0,0.38,StagEventNew
AudioOnly,0.7879242300987244,0.1232010871171951,0.8001892566680908,0.1041005849838256,0.0,0.38,StagEventNew
FullLoopAR,0.8836838603019714,0.0282256919890641,0.8943534791469574,-0.0637252982705831,0.0,0.38,StagEventNew
BaseCondition,0.9358903765678406,0.1128154397010803,0.9174401164054872,-0.0341216437518596,0.0,0.38,StagEventNew
HUDOnly,0.9261821508407592,-0.1293505132198333,0.9311319589614868,-0.0770340710878372,0.0,0.38,StagEventNew
FullLoopAR,0.9594444036483764,-0.1020800024271011,0.9408518075942992,-0.164954125881195,1.0,0.38,StagEventNew
AudioOnly,0.8426088988780975,-0.0649533942341804,0.8215996026992798,0.0437383502721786,1.0,0.38,StagEventNew
HUDOnly,0.9067587852478028,-0.0662886947393417,0.9307392835617064,-0.1043327450752258,0.0,0.38,StagEventNew
AudioOnly,0.8997572660446167,-0.0602360069751739,0.8930248618125916,-0.2724542021751404,1.0,0.38,StagEventNew
AudioOnly,0.9330127835273744,-0.0680101513862609,0.8797944188117981,-0.1638107150793075,0.0,0.38,StagEventNew
HUDOnly,0.9305275976657869,-0.1009026914834975,0.90072101354599,-0.0240103993564844,0.0,0.38,StagEventNew
BaseCondition,0.959475874900818,-0.0919448435306549,0.928732979297638,-0.1208617690950632,0.0,0.38,StagEventNew
FullLoopAR,0.9647090435028076,-0.0931413769721984,0.9025094509124756,-0.0099036656320095,1.0,0.38,StagEventNew
AudioOnly,0.9425185918807985,-0.0562156103551387,0.9302990436553956,-0.035513624548912,0.0,0.38,StagEventNew
BaseCondition,0.8825299739837646,-0.4185138344764709,0.8715301156044006,-0.4180518090724945,0.0,0.38,StagEventNew
FullLoopAR,0.8633074164390564,-0.1594733446836471,0.8654953837394714,-0.0291094295680522,1.0,0.38,StagEventNew
FullLoopAR,0.9620596319437028,0.0373012339696287,0.8797557801008224,0.0768083911389111,1.0,0.38,StagEventNew
HUDOnly,0.9206964373588562,-0.172050654888153,0.925660252571106,0.1665995568037033,1.0,0.38,StagEventNew
HUDOnly,0.9353855848312378,-0.0844492465257644,0.9209569692611694,-0.2026811391115188,1.0,0.38,StagEventNew
FullLoopAR,0.9273581802845,-0.059649335220456,0.9082565307617188,-0.0219694469124078,0.0,0.38,StagEventNew
BaseCondition,0.9548034071922302,0.1247208043932914,0.8889926671981812,0.0173252318054437,0.0,0.38,StagEventNew
FullLoopAR,0.9675893783569336,-0.0173275340348481,0.9390366673469542,-0.1763483509421348,0.0,0.38,StagEventNew
AudioOnly,0.9303831458091736,-0.1001964472234249,0.9047850668430328,0.0043601398356258,0.0,0.38,StagEventNew
HUDOnly,0.9409749507904052,-0.1479421108961105,0.90689879655838,-0.0110561866313219,1.0,0.38,StagEventNew
BaseCondition,0.8938719034194946,0.0899896174669265,0.8460595011711121,-0.0024822931736707,0.0,0.38,StagEventNew
FullLoopAR,0.9456475377082824,-0.1240218579769134,0.9397940635681152,-0.1670794188976287,0.0,0.38,StagEventNew
BaseCondition,0.917399525642395,-0.2162532657384872,0.9209237098693848,-0.0507380962371826,0.0,0.38,StagEventNew
AudioOnly,0.9525213837623596,0.0773612409830093,0.9207608699798584,-0.1353579610586166,1.0,0.38,StagEventNew
HUDOnly,0.9094419479370116,0.0625941306352615,0.9309483766555786,-0.0799219906330108,0.0,0.38,StagEventNew
AudioOnly,0.9023470282554626,-0.0519765075296163,0.8306328654289246,-0.3172126859426498,0.0,0.38,StagEventNew
BaseCondition,0.9317117035388948,0.0477017629891633,0.9099743366241456,-0.0669452529400586,1.0,0.38,StagEventNew
AudioOnly,0.9080684185028076,-0.0124360863119363,0.902100682258606,-0.0129849761724472,1.0,0.38,StagEventNew
BaseCondition,0.8938274383544922,0.03217638656497,0.8849805593490601,-0.0170535966753959,0.0,0.38,StagEventNew
FullLoopAR,0.9261879920959472,0.051221840083599,0.9476953148841858,-0.1588148921728134,1.0,0.38,StagEventNew
FullLoopAR,0.9652992486953736,-0.1381513029336929,0.908478319644928,0.0516364127397537,1.0,0.38,StagEventNew
AudioOnly,0.8912540078163147,0.2023769319057464,0.8729929327964783,0.0170317776501178,1.0,0.38,StagEventNew
BaseCondition,0.8996900320053101,0.1024835929274559,0.8462345600128174,0.0160678345710039,0.0,0.38,StagEventNew
AudioOnly,0.9161614775657654,0.0499975979328155,0.9004103541374207,-0.0229714661836624,0.0,0.38,StagEventNew
BaseCondition,0.920836865901947,-0.1815429031848907,0.933290421962738,0.0081504590343683,0.0,0.38,StagEventNew
AudioOnly,0.7879242300987244,0.359250895678997,0.8001892566680908,0.0957328043878078,1.0,0.38,StagEventNew
HUDOnly,0.8922522068023682,-0.0338429547846317,0.9201990365982056,-0.0393489561975002,0.0,0.38,StagEventNew
HUDOnly,0.9623681902885436,0.124008722603321,0.944099485874176,-0.0068269371986389,0.0,0.38,StagEventNew
HUDOnly,0.8821257948875427,-0.0315340757369995,0.8984468877315521,0.0239337859675288,1.0,0.38,StagEventNew
FullLoopAR,0.9274816513061525,-0.1524031609296798,0.9474088549613952,-0.1702349781990051,1.0,0.38,StagEventNew
AudioOnly,0.9163399934768676,-0.145156979560852,0.8476600646972656,0.0257835499942302,1.0,0.38,StagEventNew
HUDOnly,0.8675652742385864,0.0757653638720512,0.8883477449417114,0.0367132723331451,1.0,0.38,StagEventNew
HUDOnly,0.8810897469520569,0.094534933567047,0.83091601729393,0.0776762701570987,0.0,0.38,StagEventNew
HUDOnly,0.9273173213005066,0.0954935848712921,0.8128912448883057,0.0365144126117229,1.0,0.38,StagEventNew
FullLoopAR,0.9402363896369934,-0.0290804877877235,0.901595175266266,0.0468849316239357,1.0,0.38,StagEventNew
AudioOnly,0.9490848183631896,0.0145185207948087,0.9349478781223296,-0.3326642215251922,0.0,0.38,StagEventNew
FullLoopAR,0.952558696269989,-0.1337151229381561,0.9375166893005372,-0.1552845984697342,1.0,0.38,StagEventNew
AudioOnly,0.905389130115509,0.1544151157140731,0.8650410175323486,0.0381844048388302,1.0,0.38,StagEventNew
AudioOnly,0.8869830965995789,-0.1438861489295959,0.8360969424247742,0.045330848544836,0.0,0.38,StagEventNew
BaseCondition,0.9304789900779724,-0.0765447691082954,0.8689428567886353,0.0198522917926311,0.0,0.38,StagEventNew
FullLoopAR,0.9439134001731871,0.1760139316320419,0.946419358253479,-0.0344844758510589,0.0,0.38,StagEventNew
BaseCondition,0.9524458795785904,-0.0424077026546,0.8790810257196426,-0.0038938816287554,1.0,0.38,StagEventNew
HUDOnly,0.9417291283607484,-0.0217693457379937,0.8138629198074341,-0.0905218943953513,1.0,0.38,StagEventNew
FullLoopAR,0.8780866265296936,0.0301482919603585,0.91373810172081,-0.0503974556922912,1.0,0.38,StagEventNew
HUDOnly,0.9010621905326844,-0.0906619504094123,0.7348713278770447,-0.7628111839294434,1.0,0.38,StagEventNew
FullLoopAR,0.8984120488166809,-0.0873992145061492,0.9016377329826356,-0.0074504981748759,1.0,0.38,StagEventNew
AudioOnly,0.9452106356620787,-0.0663266628980636,0.8817055821418762,-0.0647007152438163,1.0,0.38,StagEventNew
BaseCondition,0.9213489294052124,-0.1553645133972168,0.8277459740638733,0.0610920637845993,0.0,0.38,StagEventNew
BaseCondition,0.9272419214248656,-0.2328173518180847,0.9382832050323486,-0.0719202309846878,0.0,0.38,StagEventNew
FullLoopAR,0.9074485898017884,0.015331458300352,0.8484262824058533,0.0245998501777648,1.0,0.38,StagEventNew
BaseCondition,0.9035985469818116,-0.0164549299515783,0.8936430364847183,-0.0089574173325672,0.0,0.40,StagEventNew
FullLoopAR,0.9474403262138368,0.012494602240622,0.9533594846725464,-0.0019731177017092,1.0,0.40,StagEventNew
BaseCondition,0.9396152198314668,-0.0044479984790086,0.863568514585495,0.0624138191342353,0.0,0.40,StagEventNew
FullLoopAR,0.9441726207733154,-0.0844234079122543,0.9386894106864928,-0.1603723317384719,1.0,0.40,StagEventNew
BaseCondition,0.9735610485076904,0.0446914173662662,0.8709776401519775,0.048236783593893,0.0,0.40,StagEventNew
BaseCondition,0.9092256724834442,0.1114831119775772,0.9233082830905914,0.0363500714302062,0.0,0.40,StagEventNew
FullLoopAR,0.8618481159210205,0.1044594496488571,0.844999372959137,0.0596644096076488,1.0,0.40,StagEventNew
HUDOnly,0.8742809295654297,0.1455712467432022,0.8339754939079285,0.1689469814300537,1.0,0.40,StagEventNew
FullLoopAR,0.9662086963653564,0.0445591434836387,0.944712221622467,-0.1908315867185592,1.0,0.40,StagEventNew
FullLoopAR,0.8535322993993759,0.043985866010189,0.8191002756357193,0.0954598486423492,1.0,0.40,StagEventNew
AudioOnly,0.9484214186668396,0.0607776679098606,0.927071452140808,-0.0796220302581787,1.0,0.40,StagEventNew
AudioOnly,0.94305020570755,-0.2530173808336258,0.9680582880973816,-0.1028356924653052,1.0,0.40,StagEventNew
HUDOnly,0.8535322993993759,0.0759081244468689,0.8191002756357193,0.1480289995670318,0.0,0.40,StagEventNew
BaseCondition,0.9225599765777588,-0.1561194956302642,0.8500363230705261,-0.3685246109962463,0.0,0.40,StagEventNew
HUDOnly,0.8753771185874939,0.076503001153469,0.9486069083213806,-0.2159180790185928,1.0,0.40,StagEventNew
HUDOnly,0.9449788331985474,-0.1862241923809051,0.9356990456581116,-0.2618742883205414,1.0,0.40,StagEventNew
BaseCondition,0.9822731018066406,0.0237184707075357,0.876797080039978,0.0609200187027454,0.0,0.40,StagEventNew
FullLoopAR,0.9138771295547484,0.0820617005228996,0.8070566654205322,0.1510418206453323,1.0,0.40,StagEventNew
HUDOnly,0.9544183611869812,0.0358733665198087,0.9316379129886628,-0.169414110481739,0.0,0.40,StagEventNew
AudioOnly,0.924365371465683,0.0931123420596122,0.8472254872322083,-0.3867093622684479,0.0,0.40,StagEventNew
BaseCondition,0.9184197187423706,0.1337551474571228,0.8767887949943542,0.1045146137475967,1.0,0.40,StagEventNew
AudioOnly,0.9382063150405884,-0.1226607486605644,0.9581209421157836,0.1176123768091201,0.0,0.40,StagEventNew
FullLoopAR,0.9366879165172576,-0.0843235496431588,0.905920535326004,-0.0976936854422092,1.0,0.40,StagEventNew
BaseCondition,0.9103993028402328,-0.2031845338642597,0.8493043184280396,0.0677245091646909,1.0,0.40,StagEventNew
HUDOnly,0.9588264226913452,-0.0244069164618849,0.9674158692359924,-0.1102744974195956,1.0,0.40,StagEventNew
HUDOnly,0.9063708186149596,0.2003642916679382,0.929344356060028,0.0014389414573088,0.0,0.40,StagEventNew
BaseCondition,0.8659206032752991,-0.1083294078707695,0.9097262620925904,0.0313333980739116,0.0,0.40,StagEventNew
HUDOnly,0.9066295325756074,0.0867421813309192,0.8960379362106323,-0.0272013321518897,0.0,0.40,StagEventNew
AudioOnly,0.9387242197990416,0.0238045901060104,0.8356100916862488,0.0494571700692176,0.0,0.40,StagEventNew
HUDOnly,0.933527946472168,-0.0271049067378044,0.9598982930183412,-0.1307547986507415,1.0,0.40,StagEventNew
BaseCondition,0.9052097201347352,0.064817301928997,0.8773573637008667,0.0863863751292228,0.0,0.40,StagEventNew
FullLoopAR,0.9453811943531036,0.1062995456159114,0.93691486120224,0.0126631651073694,0.0,0.40,StagEventNew
BaseCondition,0.9518207311630248,-0.0408903956413269,0.9056932330131532,-0.1268502026796341,0.0,0.40,StagEventNew
AudioOnly,0.9359241127967834,-0.1499218419194221,0.8169899582862854,0.0807265453040599,0.0,0.40,StagEventNew
FullLoopAR,0.913267195224762,-0.156874194741249,0.9016172513365748,0.1137652869801968,0.0,0.40,StagEventNew
HUDOnly,0.8950461745262146,0.142568752169609,0.9057345986366272,-0.1240252330899238,0.0,0.40,StagEventNew
BaseCondition,0.9219324588775636,0.0703298971056938,0.8678256273269653,0.0314331948757171,0.0,0.40,StagEventNew
BaseCondition,0.959517538547516,-0.015316623263061,0.8793932199478149,0.0519619435071945,1.0,0.40,StagEventNew
FullLoopAR,0.9543411731719972,0.0200942493975162,0.9093793630599976,-0.0342115685343742,1.0,0.40,StagEventNew
HUDOnly,0.9356555342674254,-0.0079321525990962,0.9264360666275024,0.0436451025307177,1.0,0.40,StagEventNew
FullLoopAR,0.945841908454895,-0.0379137620329856,0.9083130359649658,0.0239495746791362,1.0,0.40,StagEventNew
FullLoopAR,0.9411987662315368,0.0234375074505805,0.9602603912353516,-0.0376628711819648,1.0,0.40,StagEventNew
AudioOnly,0.8899440169334412,0.00690758228302,0.85134357213974,0.0314183197915554,1.0,0.40,StagEventNew
FullLoopAR,0.9261239171028136,-0.0017959922552108,0.9393171072006226,-0.173664703965187,1.0,0.40,StagEventNew
FullLoopAR,0.9143664836883544,-0.0741915106773376,0.9296183586120604,-0.0229934658855199,1.0,0.40,StagEventNew
BaseCondition,0.9119833111763,-0.1349005624651908,0.8844958543777466,0.012669501826167,0.0,0.40,StagEventNew
AudioOnly,0.8817158341407776,-0.0270662438124418,0.85459303855896,0.0355263091623783,1.0,0.40,StagEventNew
FullLoopAR,0.9224392771720886,0.0888157486915588,0.9400889277458192,-0.1929608285427093,0.0,0.40,StagEventNew
FullLoopAR,0.9191429018974304,-0.1005436331033706,0.9194815754890442,-0.0445425771176814,0.0,0.40,StagEventNew
FullLoopAR,0.9455875158309937,0.0367321036756038,0.9724360704421996,0.0212347004562616,1.0,0.40,StagEventNew
FullLoopAR,0.9371505975723268,0.0244948100298643,0.950124204158783,-0.0998630449175834,1.0,0.40,StagEventNew
BaseCondition,0.9522114992141724,0.077877789735794,0.866943895816803,0.024668525904417,0.0,0.40,StagEventNew
FullLoopAR,0.921698272228241,-0.0155375804752111,0.9209144711494446,-0.1502103507518768,0.0,0.40,StagEventNew
BaseCondition,0.9348244667053224,-0.0941836163401603,0.912716180086136,0.0065387494396418,1.0,0.40,StagEventNew
BaseCondition,0.9139719009399414,-0.0321615561842918,0.9003671407699585,-0.062171746045351,0.0,0.40,StagEventNew
HUDOnly,0.9729095101356506,0.0149555504322052,0.95767480134964,-0.1210209056735038,0.0,0.40,StagEventNew
BaseCondition,0.9603230357170104,0.0298580266535281,0.8680773973464966,0.0003597031609388,1.0,0.40,StagEventNew
HUDOnly,0.9570829272270204,-0.0647600628435611,0.9536514282226562,-0.1162967085838317,1.0,0.40,StagEventNew
HUDOnly,0.9306979775428772,0.0680964291095733,0.8997060656547546,0.039423294365406,0.0,0.40,StagEventNew
BaseCondition,0.8735833168029785,-0.0217598937451839,0.8564803004264832,-0.0086024180054664,0.0,0.40,StagEventNew
FullLoopAR,0.914356768131256,-0.0187953934073448,0.9198171496391296,0.0015014794189482,1.0,0.40,StagEventNew
AudioOnly,0.9347412586212158,0.083458311855793,0.862887978553772,-0.0185609217733144,0.0,0.40,StagEventNew
HUDOnly,0.8973784744739532,0.1063413582742213,0.906158059835434,0.0519852116703986,1.0,0.40,StagEventNew
BaseCondition,0.8838407397270203,-0.190975934267044,0.8601223230361938,-0.0204371530562639,1.0,0.40,StagEventNew
FullLoopAR,0.9425583481788636,-0.088212251663208,0.9379568696022034,-0.1161307767033577,0.0,0.40,StagEventNew
AudioOnly,0.8535322993993759,-0.0164393410086631,0.8191002756357193,0.1648079603910446,1.0,0.40,StagEventNew
AudioOnly,0.9170518517494202,0.0006339251995086,0.8815568685531616,0.0224332679063081,1.0,0.40,StagEventNew
BaseCondition,0.8884716928005219,0.0992212668061256,0.8806194961071014,-0.0354577284306287,0.0,0.40,StagEventNew
BaseCondition,0.9139491021633148,-0.0673461332917212,0.9062059223651886,-0.2588172107934952,0.0,0.40,StagEventNew
BaseCondition,0.9257853627204896,0.1000434160232544,0.9474968451720016,0.0042488486147843,0.0,0.40,StagEventNew
HUDOnly,0.9401506781578064,0.1002584397792815,0.9468384087085724,-0.0301711922511458,0.0,0.40,StagEventNew
HUDOnly,0.9729257225990297,0.0105034671723842,0.9226438999176024,-0.2578369379043579,1.0,0.40,StagEventNew
AudioOnly,0.9284829795360564,0.0509167592972516,0.9099844992160796,-0.0293691223487257,0.0,0.40,StagEventNew
BaseCondition,0.9397250413894652,-0.0484321042895317,0.8740845918655396,0.0297814942896366,0.0,0.40,StagEventNew
HUDOnly,0.9534731507301332,0.0503417812287807,0.9019785523414612,0.0272318758070468,0.0,0.40,StagEventNew
BaseCondition,0.8961319327354431,-0.0479771718382835,0.7240774035453796,0.0939275622367858,0.0,0.40,StagEventNew
FullLoopAR,0.90738844871521,0.185329258441925,0.8708866238594055,0.0788629874587059,1.0,0.40,StagEventNew
BaseCondition,0.9287531971931458,0.0299127027392387,0.9006869792938232,-0.0194788742810487,0.0,0.40,StagEventNew
FullLoopAR,0.8901656419038773,-0.0426694191992282,0.8918209224939346,0.0359925124794244,1.0,0.40,StagEventNew
FullLoopAR,0.9314709901809692,0.076451689004898,0.910093367099762,-0.0386391915380954,0.0,0.40,StagEventNew
HUDOnly,0.9292883276939392,0.0078769084066152,0.8960946202278137,-0.4036268293857574,1.0,0.40,StagEventNew
FullLoopAR,0.9549675583839417,0.0496729426085948,0.9389500617980956,-0.0668541863560676,1.0,0.40,StagEventNew
FullLoopAR,0.9595203399658204,-0.0839974582195282,0.974690318107605,-0.1153849214315414,1.0,0.40,StagEventNew
FullLoopAR,0.932841420173645,0.0414180383086204,0.9233672618865968,-0.0003651216975413,0.0,0.40,StagEventNew
HUDOnly,0.9496570229530334,0.0096746198832988,0.9352099299430848,-0.0536355413496494,1.0,0.40,StagEventNew
FullLoopAR,0.9627413749694824,-0.0508203580975532,0.9720611572265624,-0.1229946985840797,1.0,0.40,StagEventNew
FullLoopAR,0.9580692648887634,0.0869922786951065,0.9368566870689392,-0.031631838530302,1.0,0.40,StagEventNew
HUDOnly,0.9630314111709596,0.0108416751027107,0.9630113840103148,-0.1178956925868988,0.0,0.40,StagEventNew
BaseCondition,0.9691433310508728,-0.1347100287675857,0.8906754851341248,-0.0046849618665874,0.0,0.40,StagEventNew
FullLoopAR,0.9614288806915284,0.1106824427843093,0.9681281447410583,-0.0915131941437721,1.0,0.40,StagEventNew
FullLoopAR,0.9292882084846495,-0.0288173109292984,0.9118705987930298,-0.0641074776649475,0.0,0.40,StagEventNew
FullLoopAR,0.9608825445175172,-0.01402666606009,0.9246301054954528,-0.0210244916379451,1.0,0.40,StagEventNew
HUDOnly,0.9105591177940368,0.2003647685050964,0.915722131729126,0.0181733649224042,0.0,0.40,StagEventNew
BaseCondition,0.8936432600021362,-0.0049607511609792,0.8544660806655884,-0.0145505415275692,0.0,0.40,StagEventNew
FullLoopAR,0.916865885257721,0.0733094289898872,0.9430679082870485,-0.0645705163478851,1.0,0.40,StagEventNew
FullLoopAR,0.9403238296508788,-0.1094247996807098,0.9479410648345948,-0.0647604763507843,0.0,0.40,StagEventNew
BaseCondition,0.9207246899604796,-0.1118256896734237,0.7983133792877197,0.059148222208023,0.0,0.40,StagEventNew
AudioOnly,0.8535322993993759,0.125072568655014,0.8191002756357193,0.0990824475884437,0.0,0.40,StagEventNew
FullLoopAR,0.8820596486330032,0.0299244197085499,0.8934914469718933,-0.0605048425495624,0.0,0.40,StagEventNew
BaseCondition,0.9358566403388976,0.1112459301948547,0.8997040390968323,-0.0384644232690334,0.0,0.40,StagEventNew
HUDOnly,0.9271800518035888,-0.1320321708917617,0.9211773872375488,-0.1014564335346221,0.0,0.40,StagEventNew
FullLoopAR,0.9585705399513244,-0.1003450527787208,0.9399705529212952,-0.1637551635503769,1.0,0.40,StagEventNew
AudioOnly,0.8535322993993759,-0.061311250552535,0.8191002756357193,0.0466764476150273,1.0,0.40,StagEventNew
HUDOnly,0.9088675379753112,-0.0655651316046714,0.9308387637138368,-0.1021413207054138,0.0,0.40,StagEventNew
AudioOnly,0.898809403181076,-0.0699401013553142,0.9001164138317108,-0.2745935022830963,1.0,0.40,StagEventNew
AudioOnly,0.9314447045326232,-0.0665007308125495,0.880192220211029,-0.0755046680569648,0.0,0.40,StagEventNew
HUDOnly,0.9299536943435668,-0.1003054082393646,0.9002039432525635,-0.0170769579708576,0.0,0.40,StagEventNew
BaseCondition,0.960833340883255,-0.1054867282509803,0.9300129532814028,-0.1722366414964199,0.0,0.40,StagEventNew
FullLoopAR,0.96403369307518,-0.0912992283701896,0.9021652042865752,-0.0077732370700687,1.0,0.40,StagEventNew
AudioOnly,0.9409295916557312,-0.0535035729408264,0.9239850640296936,-0.0328798927366733,0.0,0.40,StagEventNew
BaseCondition,0.8816328346729279,-0.4144953042268753,0.8649841845035553,-0.4273965209722519,0.0,0.40,StagEventNew
FullLoopAR,0.8626146912574768,-0.1601294577121734,0.8843313455581665,-0.0874816477298736,1.0,0.40,StagEventNew
FullLoopAR,0.9612619280815125,0.0383023731410503,0.8749799132347107,0.0812465995550155,1.0,0.40,StagEventNew
HUDOnly,0.9219890832901,-0.1716151013970374,0.9261460304260254,0.1485911235213279,1.0,0.40,StagEventNew
HUDOnly,0.9342750906944276,-0.0856803581118583,0.9120152592658995,-0.2264254689216613,1.0,0.40,StagEventNew
FullLoopAR,0.9271090030670166,-0.060070876032114,0.9079423546791076,-0.0217244680970907,0.0,0.40,StagEventNew
BaseCondition,0.953467607498169,0.1266141235828399,0.8872286677360535,0.0185869839042425,0.0,0.40,StagEventNew
FullLoopAR,0.9663047194480896,-0.0146222645416855,0.936543583869934,-0.1755131632089615,0.0,0.40,StagEventNew
AudioOnly,0.9287187457084656,-0.099646471440792,0.9039687514305116,0.0064436416141688,0.0,0.40,StagEventNew
HUDOnly,0.9396853446960448,-0.1454444527626037,0.9043704271316528,-0.0075005344115197,1.0,0.40,StagEventNew
BaseCondition,0.8922179937362671,0.0911756306886673,0.8455907702445984,0.005427663680166,0.0,0.40,StagEventNew
FullLoopAR,0.9445570707321168,-0.1235053986310958,0.9479513764381408,-0.1728240698575973,0.0,0.40,StagEventNew
BaseCondition,0.916260838508606,-0.2151211053133011,0.9202836155891418,-0.050963956862688,0.0,0.40,StagEventNew
AudioOnly,0.9508439302444458,0.0787112489342689,0.920001745223999,-0.1398809552192688,1.0,0.40,StagEventNew
HUDOnly,0.9096269011497498,0.0632462352514267,0.9306858777999878,-0.080825574696064,0.0,0.40,StagEventNew
AudioOnly,0.8999159336090088,-0.054063357412815,0.8377332389354706,-0.3038712292909622,0.0,0.40,StagEventNew
BaseCondition,0.931291401386261,0.0481666140258312,0.910561501979828,-0.0663045160472392,1.0,0.40,StagEventNew
AudioOnly,0.9064976572990416,-0.0091405324637889,0.8994286060333252,-0.0106818843632936,1.0,0.40,StagEventNew
BaseCondition,0.8937366604804993,0.0312916375696659,0.8842862248420715,-0.0113124139606952,0.0,0.40,StagEventNew
FullLoopAR,0.9245941638946532,0.0524268560111522,0.9444296360015868,-0.1761793345212936,1.0,0.40,StagEventNew
FullLoopAR,0.9645000696182252,-0.1377891302108764,0.9077100157737732,0.0525306314229965,1.0,0.40,StagEventNew
AudioOnly,0.8889114260673523,0.2051838934421539,0.8731982111930847,0.0183998085558414,1.0,0.40,StagEventNew
